INV_NR;KURZTITEL;TITEL;FOTOGRAF;DATIERUNGVON;DATIERUNGBIS;DATIERUNGKONKRET;ORTZEITBESCHREIBUNG;SCHLAGWORT;BESCHREIBUNG_MOTIV;STRASSENNAME_MOTIV;STADTBEZIRK;GEOKOORDINATEN_MOTIV;URL;DATENGEBER;ISIL_DATENGEBER;LIZENZ
F-020692;Postdamer Platz;Grenzstreifen am Postdamer Platz;Grimm, Hans-Joachim;1985;1985;1985.03;Berlin, 1985;"Berliner Mauer;Graffito;Grenzleuchte;Grenzmauer 75;Grenzstreifen;Hinterlandmauer;Schriftzug";Grenzstreifen am Potsdamer Platz in Richtung Leipziger Straße hinter der mit Graffiti bemalten Grenzmauer. Im Hintergrund schließt die Hinterlandmauer den breiten Grenzstreifen Richtung Osten ab.;Potsdamer Platz/Potsdamer Straße;"Mitte (Ost-Berlin);Tiergarten (West-Berlin)";POINT (13.37649 52.50939);http://www.mauer-fotos.de/image/?imageID=020692;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020978;Strelitzer Straße;Ostansicht der Berliner Mauer an der Bernauer Straße/Strelitzer Straße bei Nacht;Kirchert, Werner;1962;1962;1962.01;Berlin, Januar 1962;"Berliner Mauer;Nacht;Ostansicht der Berliner Mauer;Sichtblende;Straßenbeleuchtung";Die ersten Grenzanlagen auf der Strelitzer Straße an der Ecke Bernauer Straße von Ost-Berlin aus fotografiert. Die Grenzmauer auf der Straße ist aus Hohlblocksteinen auf Betonquadern errichtet, davor versperrt eine Sichtblende den Blick von Ost-Berliner Seite auf die Mauer und in den West-Berliner Bezirk Wedding hinein.;Bernauer Straße/Strelitzer Straße;"Wedding (West-Berlin);Mitte (Ost-Berlin)";POINT (13.39327 52.53744);http://www.mauer-fotos.de/image/?imageID=020978;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020982;Stacheldrahtzaun Potsdamer Platz;Errichten von Stacheldrahtzäunen am Potsdamer Platz;Grimm, Hans-Joachim;1963;1963;1963;Berlin, 1963;"Berliner Mauer;Gekappter Verkehrsweg (Berlin 1961-1989);Grenzsoldat;Mauerausbau;Stacheldrahtzaun;Straßenbahn";Im Grenzstreifen errichten Grenzsoldaten Stacheldrahtzäune. Auf der Fahrbahn sind noch die Staßenbahngleise zu erkennen, im Hintergrund ein Zaun der an das Gebäude des ehemaligen Preußischen Landwirtschaftsministeriums an der Stresemannstraße grenzt.;Stresemannstraße/Köthener Straße;"Mitte (Ost-Berlin);Tiergarten (West-Berlin)";POINT (13.37784 52.50794);http://www.mauer-fotos.de/image/?imageID=020982;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020985;Räumarbeiten Haus der Ministerien;Räumarbeiten im Grenzstreifen am Haus der Ministerien;Grimm, Hans-Joachim;1976;1976;1976;Berlin, 1976;"Ausbau Grenzanlagen;Bautrupp;Bauzaun;Berliner Mauer;Fahrzeugsperre;Grenzsoldat;Lastkraftwagen;Mobiler Sicherungszaun;Polizeibeamter";Bauarbeiter in Arbeitsuniform beseitigen die Reste der alten Grenzmauer am Haus der Ministerien. Sie werden beobachtet von West-Berliner Polizisten, getrennt durch einen mobilen Sicherungszaun. In den Ausbaustufen der Berliner Mauer wird der Grenzstreifen um einen Kontrollstreifen und einen durchgängigen Postenweg erweitert und durch eine Hinterlandmauer (oder Zaun) und eine vordere Grenzmauer aus Betonfertigteilen gesichert. ;Niederkirchnerstraße/Wilhelmstraße;"Mitte (Ost-Berlin);Kreuzberg (West-Berlin)";POINT (13.3854 52.5075);http://www.mauer-fotos.de/image/?imageID=020985;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020986;Amerikanisches Sektorenschild;Amerikanisches Sektorenschild in der Niederkirchnerstraße am Abgeordnetenhaus;Grimm, Hans-Joachim;1974;1975;1974;Berlin, ca. 1974;"Berliner Mauer;Betonverbundmauer;Grenzleuchte;Grenzmauer;Sektorenschild";Vor der Berliner Mauer steht ein amerikanisches Sektorenschild in unmittelbarer Nähe des Berliner Abgeordnetenhauses. Die Grenzmauer ist als Verbundmauer aus verschiedenen Betonelementen zusammengesetzt und mit Stacheldrahtabweisern versehen, dahinter steht eine weitere geschichtete Betonmauer.;Stresemannstraße/Niederkirchnerstraße;"Mitte (Ost-Berlin);Kreuzberg (West-Berlin)";POINT (13.37926 52.50713);http://www.mauer-fotos.de/image/?imageID=020986;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020987;Aufbau Grenzmauer 75;Abbau der Betonplattenmauer und Errichtung der Grenzmauer 75 an der Wilhelmstraße;Grimm, Hans-Joachim;1976;1976;1976;Berlin, 1976;"Ausbau Grenzanlagen;Berliner Mauer;Fahrzeugsperre;Grenzmauer 75;Mobiler Sicherungszaun;Rohrauflage;Verkehrszeichen";1976 wird im Bereich der Zimmerstraße, zwischen Niederkirchner Straße und Friedrichstraße, damit begonnen, die Reste der alten Grenzmauer aus Betonplatten zu beseitigen und die neue Grenzmauer 75 aus Betonfertigteilen zu errichten. An der Stelle der alten Mauer wird übergangsweise ein 400 Meter langer mobiler Sicherungszaun errrichtet, der den Abstand zu den Wohnhäuser auf eine Breite von 1,50 bis 2 Meter verringert. Ein Grenzsoldat bewacht den Bereich zwischen Zaun und Grenzmauer.;Zimmerstraße/Wilhelmstraße;"Mitte (Ost-Berlin);Kreuzberg (West-Berlin)";POINT (13.38554 52.50743);http://www.mauer-fotos.de/image/?imageID=020987;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020996;Grenzübergangsstelle Friedrichstraße;Grenzübergangsstelle Friedrichstraße;Grimm, Hans-Joachim;1986;1986;1986.08;Berlin, August 1986;"Berliner Mauer;Grenzleuchte;Grenzverkehr;Grenzübergangsstelle (GÜSt);Reisender";Grenzübergangsstelle Friedrichstraße in der späten Ausbauphase mit Dachkonstruktion.;Friedrichstraße/Zimmerstraße;"Mitte (Ost-Berlin);Kreuzberg (West-Berlin)";POINT (13.39035 52.50766);http://www.mauer-fotos.de/image/?imageID=020996;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-021005;Grenzübergangsstelle Heinrich-Heine-Straße;Grenzübergangsstelle Heinrich-Heine-Straße;Grimm, Hans-Joachim;1974;1974;1974;Berlin, 1974;"Berliner Mauer;Grenzleuchte;Grenzübergangsstelle (GÜSt);Straßenschild";Der Zugang zum Grenzübergang Heinrich-Heine-Straße zwischen den Bezirken Kreuzberg und Mitte befindet sich auf West-Berliner Seite in der Sebastianstraße Ecke Prinzenstraße. Dort können Bundesbürger und Diplomaten die Grenze passieren. Die Prinzen- und die Neanderstraße erhalten durch Magistratsbeschluss vom 22. Juli 1960 den Namen Heinrich-Heine-Straße. Der in Kreuzberg liegende Teil der Prinzenstraße behält seinen Namen.;Sebastianstraße/Heinrich-Heine-Straße;"Mitte (Ost-Berlin);Kreuzberg (West-Berlin)";POINT (13.41175 52.5049);http://www.mauer-fotos.de/image/?imageID=021005;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-021012;Patrouille im Grenzstreifen;Patrouille im Grenzstreifen;Grimm, Hans-Joachim;1974;1974;1974.09;Berlin, September 1974;"Ausbau Grenzanlagen;Berliner Mauer;Fahrzeug;Grenzsoldat;Hinterlandmauer;Militärfahrzeug;Radpanzer;Rohrauflage";Zwei Grenzsoldaten auf Patrouille, die in der Lukenöffnung eines Radpanzers stehen, beobachten den Fotografen über die Grenzmauer hinweg. 1973 beginnen die Bauarbeiten an der Grenzmauer im Bereich Sebastianstraße/ Luckauer Straße/ Waldemarstraße. Im September 1974 sind die Erweiterungen des Grenzstreifens vorerst abgeschlossen. Die Arbeiten sind Teil der stetigen Vereinheitlichung der Grenzstreifen um West-Berlin.;Dresdener Straße/Waldemarstraße;"Mitte (Ost-Berlin);Kreuzberg (West-Berlin)";POINT (13.41476 52.50484);http://www.mauer-fotos.de/image/?imageID=021012;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-021014;Grenzanlagen mit Wachturm;Grenzanlagen mit Wachturm an der Dresdener Straße;Grimm, Hans-Joachim;1967;1969;1967-1969;Berlin, ca. 1968;"Berliner Mauer;Grenzmauer;Wachtturm (Holz);Winter";Die Überwachung des Grenzstreifens an der Straßenecke Dresdener Straße/Waldemarstraße erfolgt von einem Wachturm aus Holz. Die Grenzmauer aus Betonquadern und Hohlblocksteinen und direkt dahinter eine neuere Betonplattenmauer sichern den Grenzstreifen.;Dresdener Straße/Waldemarstraße;"Mitte (Ost-Berlin);Kreuzberg (West-Berlin)";POINT (13.41476 52.50484);http://www.mauer-fotos.de/image/?imageID=021014;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-021016;Sprengung Grenzhaus;Sprengung eines Wohnhauses im Grenzstreifen an der Waldemarstraße;Grimm, Hans-Joachim;1973;1973;1973.10.18;Berlin, 18. Oktober 1973;"Ausbau Grenzanlagen;Berliner Mauer;Grenzhaus;Grenzmauer;Grenzsoldat;Grenzstreifen;Wachtturm (Beton/Stein)";Am 18. Oktober 1973 wird im Bereich des Grenzstreifens ein Wohnhaus gesprengt. Aus Sicherheitsgründen sind die Sichtschlitze des Postenstandes verbarrikadiert. Die Grenztruppen beginnen im März 1974 mit den Auräumarbeiten.;Dresdener Straße/Waldemarstraße;"Mitte (Ost-Berlin);Kreuzberg (West-Berlin)";POINT (13.41476 52.50484);http://www.mauer-fotos.de/image/?imageID=021016;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-021026;Grenzmauer Bethaniendamm;Alte und neue Grenzmauer am Bethaniendamm;Grimm, Hans-Joachim;1974;1974;1974;Berlin, 1974;"Berliner Mauer;Betonplattenmauer;Grenzmauer;Rohrauflage";Die alte Grenzmauer als Verbund aus Betonplatten und Hohlblocksteinen ist am Bethaniendamm ergänzt durch eine neuere Grenzmauer aus vertikalen Betonplatten und einer mit Stahlbändern befestigten Rohrauflage. Im Hintergrund ist der durchgehende Stacheldrahtzaun zu sehen, der den Grenzstreifen in Richtung Ost-Berlin absichert.;Bethaniendamm/Adalbertstraße;"Mitte (Ost-Berlin);Kreuzberg (West-Berlin)";POINT (13.42198 52.5051);http://www.mauer-fotos.de/image/?imageID=021026;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-021028;Abriss Grenzmauer Bethaniendamm;Abriss der alten Grenzmauer am Bethaniendamm;Grimm, Hans-Joachim;1976;1976;1976;Berlin, 1976;"Ausbau Grenzanlagen;Bautrupp;Bauzaun;Berliner Mauer;Grenzmauer;Grenzsoldat;Kran;Sektorenschild;Straßenschild";Die alte Grenzmauer aus Betonquadern und Hohlblocksteinen wird abgetragen und durch eine neuere Grenzmauer aus Betonplatten mit Rohrauflage ersetzt. Der Abriss, der mit Hilfe eines Krans und Bauarbeitern ausgeführt wird, wird von Grenzsoldaten überwacht. Auf der West-Berliner Seite steht direkt vor der Grenzmauer das amerikanische Sektorenschild neben dem Straßenschild der Adalbertstraße. Die Berliner Mauer verläuft am Bethaniendamm zwischen den Bezirken Kreuzberg und Mitte.;Bethaniendamm/Adalbertstraße;"Mitte (Ost-Berlin);Kreuzberg (West-Berlin)";POINT (13.42198 52.5051);http://www.mauer-fotos.de/image/?imageID=021028;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-021030;Bethaniendamm;Grenzanlagen am Bethaniendamm in Richtung Spree;Grimm, Hans-Joachim;1975;1975;1975.07;Berlin, Juli 1975;"Berliner Mauer;Betonplattenmauer;Grenzstreifen;Schriftzug";"Die Berliner Mauer verläuft am Bethaniendamm zwischen den Bezirken Kreuzberg und Mitte. Am Mariannenplatz biegt die Grenzmauer in Richtung Norden zur Spree hin ab. Auf der Grenzmauer ist ein unvollendeter Schriftzug mit den Worten: ""Für ein unabhängiges ..."" zu lesen. Dort, wo die Berliner Mauer in Richtung Spree abbiegt, ist am anderen Ufer, auf der Ost-Berliner Seite, das Gebäude des ehemaligen Pumpwerks (heute: Radialsystem V) mit Schornstein erkennbar. Die Hinterlandmauer sichert den Grenzstreifen in Richtung Ost-Berlin ab.";Bethaniendamm/Mariannenplatz;"Mitte (Ost-Berlin);Kreuzberg (West-Berlin)";POINT (13.42753 52.50641);http://www.mauer-fotos.de/image/?imageID=021030;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-021032;Grenzstreifen Bethaniendamm;Grenzstreifen am Bethaniendamm;Grimm, Hans-Joachim;1983;1983;1983.01;Berlin, Januar 1983;"Berliner Mauer;Grenzmauer 75;Grenzstreifen;Schriftzug";Grenzstreifen am Bethaniendamm zwischen den Kreuzberg und Mitte. Der Grenzstreifen wird durch eine Hinterlandmauer, eine vordere Betonplattenmauer sowie einen durchgängigen Postenweg und Kontrollstreifen gesichert.;Bethaniendamm/Mariannenplatz;"Mitte (Ost-Berlin);Kreuzberg (West-Berlin)";POINT (13.42753 52.50641);http://www.mauer-fotos.de/image/?imageID=021032;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-021033;Grenzstreifen Bethaniendamm;Grenzstreifen mit Wachturm am Bethaniendamm;Grimm, Hans-Joachim;1986;1986;1986.04;Berlin, April 1986;"Berliner Mauer;Grenzmauer 75;Grenzstreifen;Wachtturm Typ BT-9";Die Berliner Mauer verläuft am Bethaniendamm zwischen den Bezirken Kreuzberg und Mitte. Der Grenzstreifen wird hier durch eine Hinterlandmauer, einer vorderen Betonplattenmauer sowie einem durchgängigen Postenweg und Kontrollstreifen gesichert. Richtung West-Berlin prägt die Grenzmauer 75 das Erscheinungsbild an der innerstädtischen Grenze.;Bethaniendamm/Mariannenplatz;"Mitte (Ost-Berlin);Kreuzberg (West-Berlin)";POINT (13.42753 52.50641);http://www.mauer-fotos.de/image/?imageID=021033;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-021034;Grenzanlagen Spreeufer;Berliner Mauer am Spreeufer an der Brommystraße;Grimm, Hans-Joachim;1983;1983;1983;Berlin, 1983;"Berliner Mauer;Grenzmauer;Wachtturm (Beton/Stein);Wassergrenze";Wassergrenze zwischen den Bezirken Kreuzberg und Mitte. Die Grenze zwischen West- und Ost-Berlin verläuft auf der Höhe Ostbahnhof südlich der Spree, so dass die gesamte Wasserzone zu Ost-Berlin gehört. Am nördlichen Ufer der Spree befinden sich eine Betonplattenmauer, Zaunanlagen und weitere Grenzsicherungselemente.;Brommystraße/Köpenicker Straße;"Friedrichshain (Ost-Berlin);Kreuzberg (West-Berlin)";POINT (13.435 52.50447);http://www.mauer-fotos.de/image/?imageID=021034;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-021041;Wassergrenze und Zollsteg;Wassergrenze der Spree zwischen Oberbaumbrücke und Osthafen mit Zollsteg;Grimm, Hans-Joachim;1970;1974;1970-1974;Berlin, ca. 1972;"Berliner Mauer;Wassergrenze";Zwischen Oberbaumbrücke und Osthafen befinden sich Sperranlagen der GÜSt für Schiffe am Flutgraben, die von der Spree in den bereits auf Kreuzberger Gebiet befindlichen Landwehrkanal münden. Hierbei handelt es sich um einen T-förmigen eisernen Steg vor dem Westkai der Spree, der mit der Kaimauer verbunden ist. Auf ihm patrouillieren die Grenzsoldaten bzw. regelten dort die Zollangelegenheiten. Diese mit Betonpfeilern im Flussbett verankerte Sperre verläuft in zwei von einander getrennten Teilen bis in die Nähe der Oberbaumbrücke und sperrt so den Zugang nach Westberlin weiträumig ab.;Cuvrystraße/Schlesische Straße;"Friedrichshain (Ost-Berlin);Kreuzberg (West-Berlin)";POINT (13.44539 52.49924);http://www.mauer-fotos.de/image/?imageID=021041;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-021051;Notfallsäule;Notfallsäule am Landwehrkanal;Grimm, Hans-Joachim;1976;1980;1976-1980;Berlin, ca. 1978;"Notfallsäule (Wassergrenze);Wassergrenze";Notfallsäule an einem Kanalufer, vermutlich Landwehrkanal. Da die gesamte Spree als Grenzgebiet von Ost-Berlin beansprucht wird, ertrinken bis zur Unterzeichnung des Abkommens über Rettungsmaßnahmen bei Unglücksfällen in den Berliner Grenzgewässern am 29. Oktober 1975 mehrere Kreuzberger Kinder, weil ihnen von der Westseite aus nicht geholfen werden kann. Ab 1976 werden an den Gewässern Notfallsäulen installiert, nach deren Aktivierung Ertrinkenden Hilfe geleistet werden darf.;Landwehrkanal;"Tiergarten (West-Berlin);Mitte (Ost-Berlin)";POINT (13.31815 52.5199);http://www.mauer-fotos.de/image/?imageID=021051;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-021053;Grenzmauer am Schlesischen Busch;Grenzmauer am Schlesischen Busch;Grimm, Hans-Joachim;1974;1974;1974;Berlin, 1974;"Abweiser (beidseitig);Berliner Mauer;Betonplattenmauer;Grenzmauer;Stacheldrahtzaun";Hinter der alten Grenzmauer mit den Abweisern mit Stacheldraht ist eine neuere Variante einer Betonplattenmauer mit Rohrauflagen errichtet. Im Grenzstreifen dahinter stehen Fahrzeugsperren und ein Postenbunker.;Schlesische Straße/Taborstraße;"Treptow (Ost-Berlin);Kreuzberg (West-Berlin)";POINT (13.44723 52.49821);http://www.mauer-fotos.de/image/?imageID=021053;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-021058;Grenzmauer Lohmühlenbrücke;Berliner Mauer mit Grenzhaus und Wachturm an der Lohmühlenbrücke;Grimm, Hans-Joachim;1986;1986;1986.05;Berlin, Mai 1986;"Grenzhaus;Grenzleuchte;Grenzmauer 75;Schriftzug;Wachtturm Typ BT-9";Grenzmauer an der Lohmühlenbrücke mit Wachturm. An der Lohmühlenbrücke verläuft die Grenze zwischen dem West-Berliner Bezirk Neukölln und Treptow in Ost-Berlin. Der genaue Grenzverlauf befindet sich auf östlichen Seite des Landwehrkanals bis zur Lohmühlenbrücke und von dort entlang der Harzer Straße.;Lohmühlenbrücke;"Treptow (Ost-Berlin);Neukölln (West-Berlin)";POINT (13.43949 52.48954);http://www.mauer-fotos.de/image/?imageID=021058;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-021059;Wachturm Lohmühenbrücke;Wachturm an der Lohmühlenbrücke;Grimm, Hans-Joachim;1986;1986;1986.05;Berlin, Mai 1986;"Berliner Mauer;Grenzleuchte;Grenzmauer 75;Wachtturm Typ BT-9";Wachturm vom Typ BT-9 aus quadratischen Betonelementen an der Lohmühlenbrücke zwischen dem West-Berliner Bezirk Neukölln und Treptow in Ost-Berlin. Auf dem Dach ist der Suchscheinwerfer erkennbar.;Lohmühlenbrücke;"Treptow (Ost-Berlin);Neukölln (West-Berlin)";POINT (13.43949 52.48954);http://www.mauer-fotos.de/image/?imageID=021059;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-021062;Grenzstreifen Lohmühlenbrücke;Grenzstreifen an der Lohmühlenbrücke;Grimm, Hans-Joachim;1986;1986;1986.05;Berlin, Mai 1986;"Berliner Mauer;Grenzmauer 75;Grenzstreifen;Rohrauflage";Grenzstreifen mit Fahrzeugsperren und Signalzaun am Lohmühlenzwickel. Hier an der Lohmühlenbrücke verläuft die Grenze zwischen dem West-Berliner Bezirk Neukölln und Treptow in Ost-Berlin. Der genaue Grenzverlauf befindet sich auf östlichen Seite des Landwehrkanals bis zur Lohmühlenbrücke und biegt von dort aus in die Harzer Straße ein. Auf dem Lohmühlenplatz steht eine Aussichtsplattform aus Holz, um einen Blick auf die Ost-Berliner Seite zu bekommen. Die West-Berliner müssen, um den Neuköllner Schiffahrtskanal zu überqueren, den Kiehlsteg, eine kleine Fußgängerbrücke entlang laufen, die vom Weichselplatz zum Kiehlufer führt. Die Fotografie ist von der Lohmühlenbrücke aus aufgenommen mit Blick in Richtung Harzer Straße. ;Lohmühlenbrücke;"Treptow (Ost-Berlin);Neukölln (West-Berlin)";POINT (13.43949 52.48954);http://www.mauer-fotos.de/image/?imageID=021062;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-021067;Grenzmauer Harzer Straße;Grenzmauer an der Harzer Straße;Grimm, Hans-Joachim;1974;1974;1974.04;Berlin, April 1974;"Betonplattenmauer;Betonverbundmauer;Grenzhaus;Grenzmauer";Die Grenzmauer ist hier an der Harzer Straße in verschiedenen Ausführungen sichtbar, als Mauer aus vertikalen Betonplatten zwischen Pfosten und als Betonverbundmauer aus Hohlblocksteinen und horizontalen Betonplatten. Fassadenreste, wie die Türen der Toreinfahrt, sind Bestandteil der vorderen Grenzmauer. Hinter der Grenzmauer ist eine neuere Betonplattenmauer mit Rohrauflage erkennbar sowie das Dach eines Postenstandes.;Harzer Straße/Kiehlufer;"Treptow (Ost-Berlin);Neukölln (West-Berlin)";POINT (13.4402 52.4894);http://www.mauer-fotos.de/image/?imageID=021067;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-021069;Grenzmauer mit Abweisern;Grenzmauer mit Abweisern an der Harzer Straße;Grimm, Hans-Joachim;1972;1972;1972;Berlin, 1972;"Abweiser (beidseitig);Betonplattenmauer;Betonschichtmauer;Grenzmauer;Stacheldraht;Straßenschild";Die Grenzmauer aus geschichteten Betonplatten wird überzäunt von Stacheldraht und beidseitigen Abweisern, dahinter ist eine neuere Grenzmauer als Betonplattenmauer bereits errichtet. Das Straßenschild ragt über die Grenzmauer hinweg zwischen dem Stacheldraht.;Harzer Straße/Mengerzeile;"Treptow (Ost-Berlin);Neukölln (West-Berlin)";POINT (13.4428775310516 52.4881703258505);http://www.mauer-fotos.de/image/?imageID=021069;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-021070;Errichtung Hinterlandmauer;Errichtung der Hinterlandmauer an der Heidelberger Straße;Grimm, Hans-Joachim;1974;1974;1974;Berlin, 1974;"Ausbau Grenzanlagen;Bautrupp;Betonplattenmauer;Hinterlandmauer;Kran;Nutzfahrzeug;Postenbunker;Rohrauflage";Die Hinterlandmauer wird anstelle des Zauns im hinteren Teil des Grenzstreifens errichtet. Ein Kranwagen stellt Hilfeleistung bei dem Aufbau der Betonplatten. Im Grenzstreifen sind Fahrzeugsperren und ein Postenbunker erkennbar.;Bouchéstraße/Heidelberger Straße;"Treptow (Ost-Berlin);Neukölln (West-Berlin)";POINT (13.4467077255249 52.489091477499);http://www.mauer-fotos.de/image/?imageID=021070;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-021072;Errichtung Hinterlandmauer;Errichtung der Hinterlandmauer;Grimm, Hans-Joachim;1974;1974;1974;Berlin, 1974;"Ausbau Grenzanlagen;Grenzmauer;Hinterlandmauer;Nutzfahrzeug;Rohrauflage";Die Hinterlandmauer wird errichtet zur Absperrung des Grenzstreifens Richtung Ost-Berlin. Der erste Teil entlang der Bouchéstraße ist bereits aufgebaut. Grenzsoldaten überwachen die Bauarbeiten.;Bouchéstraße/Heidelberger Straße;"Treptow (Ost-Berlin);Neukölln (West-Berlin)";POINT (13.4467077255249 52.489091477499);http://www.mauer-fotos.de/image/?imageID=021072;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-021073;Aussichtsplattform Elsenstraße;Aussichtsplattform an der Elsenstraße;Grimm, Hans-Joachim;1974;1974;1974;Berlin, 1974;"Aussichtsplattform;Gekappter Verkehrsweg (Berlin 1961-1989);Grenzhaus;Grenzmauer;Mauerbesucher;Personenkraftwagen";Von der Aussichtsplattform an der Elsenstraße aus werfen Mauerbesucher einen Blick auf die Ost-Berliner Seite hinter der Grenzmauer.;Heidelberger Straße/Elsenstraße;"Treptow (Ost-Berlin);Neukölln (West-Berlin)";POINT (13.45122 52.48682);http://www.mauer-fotos.de/image/?imageID=021073;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-021074;Grenzstreifen mit Wohnhäusern;Grenzstreifen mit Wohnhäusern an der Heidelberger Straße;Grimm, Hans-Joachim;1974;1974;1974;Berlin, 1974;"Berliner Mauer;Grenzhaus;Grenzmauer;Grenzzaun;Panzersperre;Rohrauflage;Vermauerte Fenster/Türen";Unmittelbar hinter der Grenzmauer befindet sich ein Grenzzaun, an den Panzersperren und Hinterlandmauer anschließen. Die Wohnhäuser grenzen direkt an diesen Bereich an. Die Fenster im Erdgeschoss sind vermauert.;Heidelberger Straße/Elsenstraße;"Treptow (Ost-Berlin);Neukölln (West-Berlin)";POINT (13.45122 52.48682);http://www.mauer-fotos.de/image/?imageID=021074;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-021077;Grenzstreifen Heidelberger Straße;Grenzstreifen mit Sperrgraben an der Heidelberger Straße;Grimm, Hans-Joachim;1974;1974;1974;Berlin, 1974;"Grenzhaus;Grenzmauer;Rohrauflage;Sperrgraben";Unmittelbar hinter der Grenzmauer ist ein Sperrgraben mit Stahlpfeilern mitten im Grenzstreifen angelegt, zwischen den Grenzhäusern in Ost-Berlin verlaufen Hinterlandmauer und Hinterlandzaun.;Heidelberger Straße/ Wildenbruchstraße;"Treptow (Ost-Berlin);Neukölln (West-Berlin)";POINT (13.4487676620483 52.4879939329085);http://www.mauer-fotos.de/image/?imageID=021077;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-021079;Grenzstreifen Kiefholzstraße;Grenzstreifen mit Zufahrt an der Kiefholzstraße;Grimm, Hans-Joachim;1974;1974;1974;Berlin, 1974;"Berliner Mauer;Grenzmauer;Hinterlandmauer;Postenstand;Rohrauflage;Zufahrtstor (Grenzstreifen)";Grenzmauer mit der Rohrauflage und dahinterliegendem Grenzstreifen. Direkt vor der Hinterlandmauer ist ein Postenhaus für die Grenzsoldaten errichtet. Auf Ost-Berliner Seite wird die Hinterlandmauer durch eine Toreinfahrt unterbrochen, die als Zufahrt in den Grenzstreifen dient.;Kiefholzstraße/Treptower Straße;"Treptow (Ost-Berlin);Neukölln (West-Berlin)";POINT (13.4581446647644 52.4857203605596);http://www.mauer-fotos.de/image/?imageID=021079;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-021083;Grenzstreifen Heidelberger Straße;Grenzstreifen mit Wachturm an der Heidelberger Straße;Grimm, Hans-Joachim;1973;1973;1973;Berlin, 1973;"Berliner Mauer;Fahrzeugsperre;Grenzstreifen;Kontrollstreifen;Wachtturm Typ BT-11";Ein Wachtturm des Typs BT-11 steht hinter dem Posten- und Kontrollweg im Grenzstreifen.;Kiefholzstraße/Treptower Straße;"Treptow (Ost-Berlin);Neukölln (West-Berlin)";POINT (13.4581446647644 52.4857203605596);http://www.mauer-fotos.de/image/?imageID=021083;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
